"id","text","en_text"
"1379330379262353408","🇹🇱Le bilan humain des inondations provoquées par le cyclone tropical Seroja en #Indonésie et au Timor oriental (#TimorLeste) ne cesse de s'alourdir avec 157 morts (dont 27 décès au Timor).
#CycloneSeroja #Seroja #StormHour https://t.co/vBS7XKZqMF","🇹🇱The human toll of the floods caused by tropical cyclone Seroja in #Indonesia and East Timor (#TimorLeste) continues to increase with 157 deaths (including 27 deaths in Timor).
#CycloneSeroja #Seroja #StormHour https://t.co/vBS7XKZqMF"
"1380333094776020992","RT @CotedAzurMonaco: Le Prince Albert a récemment adressé ses condoléances au président l’Indonésie Joko Widodo, tout en lui faisant part d…","RT @CotedAzurMonaco: Prince Albert recently sent his condolences to Indonesian President Joko Widodo, while telling him of…"
"1379369067795058688","Grosses inondations ce week-end en raison de la dépression tropicale #Seroja qui a fait du surplace à l'Est de la province Nusa Tenggara Oriental. Bilan lourd et cumuls &gt; 500mm par endroits. https://t.co/FUAVVmNIAg","Heavy flooding this weekend due to tropical depression #Seroja which has stalled east of Nusa Tenggara Oriental province. Heavy assessment and accumulations > 500mm in places. https://t.co/FUAVVmNIAg"
"1379366027188785155","Au moins 128 personnes sont mortes et 72 autres sont toujours portées disparues dans les inondations et éboulements provoqués par le cyclone tropical Seroja dans la province indonésienne des Petites Iles de la Sondes orientales, selon le service BNPB. https://t.co/q2LE7lyiJG https://t.co/BM60JfVTJR","At least 128 people died and 72 others are still missing in the floods and landslides caused by tropical cyclone Seroja in the Indonesian province of the Lesser Sunda Islands, according to the BNPB service. https://t.co/q2LE7lyiJG https://t.co/BM60JfVTJR"
"1379079638002102280","(France 24): Le cyclone #Seroja dévaste l'#Indonésie et le Timor oriental : Au moins 95 personnes ont perdu la vie, des dizaines d'autres sont toujours portées disparues dans de violentes inondations et glissements de terrain en.. https://t.co/SiU0xPUm17 https://t.co/42szxfQFXW","(France 24): Cyclone #Seroja devastates #Indonesia and East Timor: At least 95 people have lost their lives, dozens more are still missing in violent floods and landslides in... https: //t.co/SiU0xPUm17 https://t.co/42szxfQFXW"
"1379415790332547080","Double conséquence du réchauffement et de la déforestation, des crues soudaines et des glissements de terrain ont emporté plus de 150 personnes en Indonésie et au Timor oriental, lundi, après le passage du cyclone Seroja. https://t.co/pE7aFQye10","Dual consequences of global warming and deforestation, flash floods and landslides killed more than 150 people in Indonesia and East Timor on Monday after Cyclone Seroja hit. https://t.co/pE7aFQye10"
"1381592464125988867","L’ouest de l’Australie balayé par le cyclone Seroja https://t.co/k0yk7v5OYr via @lp_lapresse","Western Australia swept by Cyclone Seroja https://t.co/k0yk7v5OYr via @lp_lapresse"
"1379972511107022851","Bilan humain des inondations provoquées par le cyclone tropical #Seroja en #Indonésie, et au Timor oriental (#TimorLeste) alourdi avec 157 morts (dont 27 décès au Timor).
😱😢
Source @ambarukmo15.
#Inondations🌊 #CycloneSeroja #News #StormHour #Info
.Lien: https://t.co/I4YQHG9LNd","Human toll from the floods caused by tropical cyclone #Seroja in #Indonesia, and in East Timor (#TimorLeste) increased with 157 dead (including 27 deaths in Timor).
😱😢
Source @ambarukmo15.
#Floods🌊 #CycloneSeroja #News #StormHour #Info
.Link: https://t.co/I4YQHG9LNd"
"1381329208811618304","Indonésie : le bilan du cyclone tropical Seroja est passé à 174 morts https://t.co/MqRXIrVqGf","Indonesia: Tropical Cyclone Seroja death toll rises to 174 https://t.co/MqRXIrVqGf"
"1380373179160526849","Tempêtes tropicales #Seroja &amp; #Odette en cours d'interaction ""Fujiwara"" au large de l'#Australie occidentale. Dans cette valse compétitive, Seroja devrait prendre le dessus et atteindre le stade de cyclone 65kt ce WE avant de toucher terre dimanche soir. https://t.co/mLLQesYLIa https://t.co/XfM8Fzg1Lp","Tropical storms #Seroja & #Odette interacting ""Fujiwara"" off #WesternAustralia. In this competitive waltz, Seroja should take over and reach the 65kt cyclone stage this weekend before making landfall on Sunday evening. https://t.co/mLLQesYLIa https://t.co/XfM8Fzg1Lp"
"1379898338896715779","Je complète avec le gif du moment.. on suivra l'effet fujiwara.
#Seroja #climat https://t.co/nQt1DspRZh","I complete with the gif of the moment.. we will follow the fujiwara effect.
#Seroja #climate https://t.co/nQt1DspRZh"
"1379893927491198976","Le cyclone seroja frappe le Western Australia aujourd’hui. Adieu les amis","Cyclone Seroja hits Western Australia today. Farewell friends"
"1379891620997369866","Activité 🌀 sur l'océan Indien Sud-Est : tempête tropicale #Seroja (cyclone cat1 sur échelle australienne) subira ces prochains jours un ""effet Fujiwhara"" avec l'autre système actuellement plus à l'ouest avant de probablement toucher terre sur côte ouest #Australie dimanche soir. https://t.co/RGYhm5Cbij","Activity 🌀 on the Southeast Indian Ocean: tropical storm #Seroja (cyclone cat1 on Australian scale) will undergo a ""Fujiwhara effect"" in the coming days with the other system currently further west before probably making landfall on the west coast #Australia Sunday night. https://t.co/RGYhm5Cbij"
"1380860552189255681","Disparues, morts et de sans-abris dans des inondations et des glissements de terrain générés par le cyclone tropical Seroja
#Indonesiadisastermanagement
https://t.co/BGa8QMkp8u","Missing, dead and homeless in floods and landslides caused by Tropical Cyclone Seroja
#Indonesiadisastermanagement
https://t.co/BGa8QMkp8u"
"1379840531434364928","Alors que le cyclone tropical Seroja vient de ravager le sud de l’Indonésie, le Prince Albert a récemment adressé ses... https://t.co/4MM0NdJjDd","While tropical cyclone Seroja has just ravaged southern Indonesia, Prince Albert recently addressed his... https://t.co/4MM0NdJjDd"
"1379720931241816066","Inondations meurtrières en Indonésie et au Timor oriental : près de 120 morts après le passage du cyclone tropical #Seroja

📸 epa / Maxppp https://t.co/dQNruYaOAO","Deadly floods in Indonesia and East Timor: nearly 120 dead after the passage of tropical cyclone #Seroja

📸 epa/Maxppp https://t.co/dQNruYaOAO"
"1380657657233702915","https://t.co/XzGlAtiGmb
Cyclone tropical Seroja : menace ""inhabituelle"" avec la formation de trois cyclones au large des côtes de l'Australie.
Un événement ""rare"" devrait causer des ravages avec la formation de trois cyclones et un phénomène météo inhabituel et inquiétant.","https://t.co/XzGlAtiGmb
Tropical Cyclone Seroja: ""unusual"" threat with the formation of three cyclones off the coast of Australia.
A ""rare"" event is expected to wreak havoc with the formation of three cyclones and an unusual and disturbing weather phenomenon."
"1379089582201835523","#Seroja April 05, 2021 0600h UTC https://t.co/KqN9bxT9DY","#Seroja April 05, 2021 0600h UTC https://t.co/KqN9bxT9DY"
"1379315871139643393","RT @AlainFrNews: Au moins 157 personnes ont trouvé la mort et des dizaines d'autres sont toujours portées disparues dans les inondations et…","RT @AlainFrNews: At least 157 people have died and dozens more are still missing in the floods and…"
"1379315525000560644","Au moins 157 personnes ont trouvé la mort et des dizaines d'autres sont toujours portées disparues dans les inondations et les glissements de terrain générés par le cyclone tropical #Seroja

Lisez ici: https://t.co/2QLPSw2p47

#TesYeuxSurLeMonde #AlAinInfos","At least 157 people have died and dozens more are still missing in the floods and landslides generated by Tropical Cyclone #Seroja

Read here: https://t.co/2QLPSw2p47

#YourEyesSurTheWorld #AlAinInfos"
"1380247758645395456","Un temps terrible pour la vie. Сyclone Seroja en Indonésie et au Timor o... https://t.co/UN94B8Kx9U via @YouTube","A terrible time for life. Сyclone Seroja in Indonesia and Timor o... https://t.co/UN94B8Kx9U via @YouTube"
"1379055269456437249","Watch ""Le cyclone Seroja dévaste l'Indonésie et le Timor oriental"" on YouTube https://t.co/ogOTCY0lJa","Watch ""Cyclone Seroja devastates Indonesia and East Timor"" on YouTube https://t.co/ogOTCY0lJa"
"1379052439681257478","Le cyclone Seroja dévaste l’Indonésie et le Timor oriental https://t.co/ea9Kt8YbEG","Cyclone Seroja devastates Indonesia and East Timor https://t.co/ea9Kt8YbEG"
"1381535554202927105","🇦🇺 Australie : 🌀 Des dégâts importants dans la ville côtière de #Kalbarri en Australie-Occidentale après le passage du cyclone #Seroja ce dimanche

(📹 @7NewsAustralia)
https://t.co/TJlaB5fWGi","🇦🇺 Australia: 🌀 Significant damage in the coastal town of #Kalbarri in Western Australia after the passage of cyclone #Seroja this Sunday

(📹 @7NewsAustralia)
https://t.co/TJlaB5fWGi"
"1380134858798870529","🇮🇩 Indonésie : 🌧️ Les pluies diluviennes du cyclone tropical #Seroja ont fait près de 180 morts en Nusa Tenggara oriental et au Timor-Leste. Plus de 70 personnes sont toujours portées disparues

(📹 via @Elin9111)
https://t.co/cBbEg4V9ZK","🇮🇩 Indonesia: 🌧️ The torrential rains of tropical cyclone #Seroja killed nearly 180 people in East Nusa Tenggara and Timor-Leste. More than 70 people are still missing

(📹 via @Elin9111)
https://t.co/cBbEg4V9ZK"
"1379823655392268290","Plus de 150 personnes sont mortes au Timor oriental dans l'est de l'Indonésie  à la suite de coulées de boue et de fortes pluies provoquées par l'ouragan Seroja. https://t.co/ObtCkAgmzh via @NOS","More than 150 people have died in East Timor in eastern Indonesia as a result of mudslides and heavy rains caused by Hurricane Seroja. https://t.co/ObtCkAgmzh via @NOS"
"1379455176436641804","En #Indonesie 🇮🇩, des #inondations et des glissements de terrain provoqués par le cyclone #Seroja ont fait plus de 120 morts 🎥 @France24_fr https://t.co/gXW5oF6a7R","In #Indonesia 🇮🇩, #floods and landslides caused by cyclone #Seroja killed more than 120 people 🎥 @France24_fr https://t.co/gXW5oF6a7R"
"1381596988299354118","Australie : le cyclone Seroja détruit la jetée historique de One Mile https://t.co/h45j5RlUqy","Australia: Cyclone Seroja destroys historic One Mile Pier https://t.co/h45j5RlUqy"
"1381611038718750720","Le cyclone Seroja touche l'Australie occidentale

https://t.co/jkvVtW4hao via @mesvaccins","Cyclone Seroja hits Western Australia

https://t.co/jkvVtW4hao via @myvaccines"
"1381174549232947201","Cyclone Seroja tout proche de toucher terre.. #Cyclone #SEROJA.
Le fameux ""land fall "".. https://t.co/wH3w0GXv18 https://t.co/fbxcSykTQh","Cyclone Seroja very close to landfall.. #Cyclone #SEROJA.
The famous ""land fall"".. https://t.co/wH3w0GXv18 https://t.co/fbxcSykTQh"
"1380408133877596163","Le Cyclone Tropical Seroja devrait apporter des conditions météorologiques dangereuses sur la côte ouest au cours de dimanche ou lundi. Pour obtenir les derniers changements aux prévisions locales, merci de visiter https://t.co/0PRTInbKbL https://t.co/DLTDGr8IDf","Tropical Cyclone Seroja is expected to bring hazardous weather conditions to the west coast during Sunday or Monday. For the latest local forecast changes, please visit https://t.co/0PRTInbKbL https://t.co/DLTDGr8IDf"
"1381066061957709831","L'ouragan #seroja, le premier degré, s'approche de la côte de l '#Australie 🇦🇺 dans les prochaines heures https://t.co/gNzEcMAkQp","Hurricane #seroja, the first degree, is approaching the coast of #Australia 🇦🇺 in the next few hours https://t.co/gNzEcMAkQp"
"1381198892449071106","#Australie-Occidentale : #CycloneSeroja va toucher terre ce dimanche soir entre Kalbarri et Geraldton. Des dégâts déjà observés (jetée de Carnarvon cassée par mer déchaînée + surcote). #Seroja
Cat3 sur échelle australienne (65kt/120km/h avec rafales 165km/h) ~cat1 Saffir-Simpson. https://t.co/197c85cjmy","#WesternAustralia: #CycloneSeroja will make landfall this Sunday evening between Kalbarri and Geraldton. Damage already observed (Carnarvon pier broken by raging sea + surge). #Seroja
Cat3 on Australian scale (65kt/120km/h with gusts 165km/h) ~cat1 Saffir-Simpson. https://t.co/197c85cjmy"
"1380523779726700545","➡️ Elle est suivie par la tempête tropicale Odette, de courte vie, qui devrait elle s'atténuer du fait de sa proximité et de son interaction avec Seroja.","➡️ It is followed by the short-lived Tropical Storm Odette, which should ease due to its proximity and interaction with Seroja."
"1380523774160867335","🛰️ Vu de l'espace || Après son passage et les inondations provoquées sur l'archipel Indonésien, #Seroja, la plus au sud des deux, s'est rapprochée de l'#Australie. Trajectoire vers le Sud-Est en direction des côtes australiennes prochaines 24h.

📸HIMAWARI8, 09/04, 06h20 UTC https://t.co/iv5DNSX1OY https://t.co/nIJaRxxZxm","🛰️ Seen from space || After its passage and the floods caused on the Indonesian archipelago, #Seroja, the southernmost of the two, moved closer to #Australia. Trajectory to the South-East towards the Australian coasts next 24 hours.

📸HIMAWARI8, 09/04, 06:20 UTC https://t.co/iv5DNSX1OY https://t.co/nIJaRxxZxm"
"1381506657063202816","RT meteofrance : RT @EKMeteo: #Australie-Occidentale : #CycloneSeroja va toucher terre ce dimanche soir entre Kalbarri et Geraldton. Des dégâts déjà observés (jetée de Carnarvon cassée par mer déchaînée + surcote). #Seroja
Cat3 sur échelle australienne (… https://t.co/kEuWlwc6pt","RT meteofrance: RT @EKMeteo: #WesternAustralia: #CycloneSeroja will make landfall this Sunday evening between Kalbarri and Geraldton. Damage already observed (Carnarvon pier broken by raging sea + surge). #Seroja
Cat3 on Australian scale (… https://t.co/kEuWlwc6pt"
"1379388602237521924","Au moins 120 morts dans les inondations en Indonésie et au Timor oriental : des crues soudaines, provoquées ces derniers jours par le cyclone tropical Seroja, ont semé le chaos entre l’île indonésienne de Florès et le Timor oriental https://t.co/zvTVKTjSwb","At least 120 dead in floods in Indonesia and East Timor: flash floods, caused in recent days by tropical cyclone Seroja, have caused chaos between the Indonesian island of Flores and East Timor https://t.co /zvTVKTjSwb"
"1379387294973624320","Au moins 157 personnes ont péri et des dizaines d’autres sont encore portées disparues après le passage du cyclone tropical Seroja

https://t.co/H3sDuCboRv","At least 157 people have died and dozens more are still missing after Tropical Cyclone Seroja hit

https://t.co/H3sDuCboRv"
"1379027679530385409","⛈️#Inondations faisant des dizaines de victimes dans le sud-est #Indonésie &amp; #Timor oriental ces derniers jours en lien avec le système tropical 🌀#Seroja dans un contexte de #MJO active sur la zone.
&gt;600mm en 3 jours à #Kupang (547mm/48h les 3-4 avril, 306mm/24h le 4). #floods https://t.co/Jh3kWxcC2D","⛈️#Floods causing dozens of victims in the southeast #Indonesia & #East Timor in recent days in connection with the tropical system 🌀#Seroja in a context of #MJO active in the area.
>600mm in 3 days at #Kupang (547mm/48h April 3-4, 306mm/24h April 4). #floods https://t.co/Jh3kWxcC2D"
"1381239595061411840","Le cyclone #Seroja a touché terre en Australie, entre #Kalbarri et #Northampton, l'oeil est encore bien dessiné mais devrait rapidement se déstructurer. En revanche, la perturbation tropicale associée devrait réussir à traverser le territoire de l'Ouest jusqu'à la côte Sud. https://t.co/uf8flocRab","Cyclone #Seroja made landfall in Australia, between #Kalbarri and #Northampton, the eye is still well drawn but should quickly break down. On the other hand, the associated tropical disturbance should succeed in crossing the territory from the West to the South coast. https://t.co/uf8flocRab"
"1380472882258534401","#Indonésie 🇮🇩 Aprés les inondations mortelles du cyclone Tropicale Seroja, un second Odette dans une danse dangereuse avec Sejora apportera des conditions météorologiques extrêmes https://t.co/WAQHZjfeOt","#Indonesia 🇮🇩 After the deadly floods of Tropical Cyclone Seroja, a second Odette in a dangerous dance with Sejora will bring extreme weather conditions https://t.co/WAQHZjfeOt"
"1380580973939617792","RT @AsiaNews_FR: #Indonésie 🇮🇩 Aprés les inondations mortelles du cyclone Tropicale Seroja, un second Odette dans une danse dangereuse avec…","RT @AsiaNews_FR: #Indonesia 🇮🇩 After the deadly floods of Tropical Cyclone Seroja, a second Odette in a dangerous dance with…"
"1380453235643842560","Attention ⚠️ A 200 km / h! Le cyclone tropical Seroja frappe l'ouest de ... https://t.co/7xJFN3cojm via @YouTube","Watch out ⚠️ At 200 km / h! Tropical Cyclone Seroja hits western ... https://t.co/7xJFN3cojm via @YouTube"
"1380510241859768320","Un nouveau cyclone se dirige vers l'Indonesie et menace d'y déclencher davantage d'inondations et de glissements de terrain ont averti les autorités, alors que l'archipel se remet à peine du passage de la tempête tropicale Seroja qui aurait tué plus de 200 personnes. https://t.co/zqNhYaRadf","A new cyclone is heading towards Indonesia and threatens to trigger more floods and landslides there, authorities have warned, as the archipelago barely recovers from the passage of Tropical Storm Seroja which is estimated to have killed more than 200 people. https://t.co/zqNhYaRadf"
"1379694802418143232","RT meteofrance : 🛰️ Vu de l'espace || Le passage du cyclone tropical #Seroja a provoqué des crues importantes sur les petites îles de la Sonde orientales qui se trouvent à l'est de l'archipel indonésien. Inondations et glissements de terrains ont causé d… https://t.co/6caem6vzEm","RT meteofrance: 🛰️ Seen from space || The passage of tropical cyclone #Seroja caused significant flooding on the small eastern Sunda islands located east of the Indonesian archipelago. Floods and landslides have caused… https://t.co/6caem6vzEm"
"1380606809031987202","Le cyclone tropical #Seroja devrait toucher terre au sud-ouest de l’#Australie autour du 11 avril. Des services essentiels pourraient être gravement perturbés.

Si vous y êtes faites preuve de prudence et surveillez les médias et bulletins météorologiques. https://t.co/EYs2TMTe5A https://t.co/DsXLdThHgK","Tropical cyclone #Seroja is expected to make landfall in southwestern #Australia around April 11. Essential services could be seriously disrupted.

If you are there, exercise caution and monitor the media and weather reports. https://t.co/EYs2TMTe5A https://t.co/DsXLdThHgK"
"1379470679649751044","🔴 #Cyclone #Seroja : plusieurs dizaines de personnes restent portées disparues en #Indonésie.

D’importantes #inondations et des glissements de terrain ont emporté des habitations 👇🏼
https://t.co/aFmxzfW3N7","🔴 #Cyclone #Seroja: dozens of people remain missing in #Indonesia.

Major #floods and landslides washed away homes 👇🏼
https://t.co/aFmxzfW3N7"
"1379465221119602693","Le bilan du passage du cyclone Seroja passe à 128 morts #cyclone #Seroja #bilan #128morts #Agencenationaledegestiondescatastrophes #BNPB #provinceindonésiennedesPetitesIlesdelaSondesorientales https://t.co/5GvOjSv2Fg","The toll of the passage of cyclone Seroja rises to 128 dead #cyclone #Seroja #bilan #128morts #Agencenationaledegestiondescatastrophes #BNPB #provinceindonésiennedesPetitesIlesdelaSondesorientales https://t.co/5GvOjSv2Fg"
"1381639685655703553","Ouragan 170 km / h! Le cyclone Seroja provoque des destructions à Kalbar... https://t.co/okx4pwggmT via @YouTube","Hurricane 170 km / h! Cyclone Seroja causes destruction in Kalbar... https://t.co/okx4pwggmT via @YouTube"
"1379353329206243328","Au moins 157 personnes ont péri et plus de 70 personnes sont encore portées disparues dans les inondations qui ont suivi le cyclone Seroja en Indonésie et au Timor oriental. https://t.co/r7jMzgcMXs","At least 157 people have died and more than 70 people are still missing in the floods that followed Cyclone Seroja in Indonesia and East Timor. https://t.co/r7jMzgcMXs"
"1379351572967256064","RT @CGTNFrancais: Des inondations et des glissements de terrain déclenchés par le cyclone tropical #Seroja ont fait au moins 113 morts dans…","RT @CGTNFrancais: Flooding and landslides triggered by tropical cyclone #Seroja have claimed at least 113 lives in…"
"1379349836277837826","Des inondations et des glissements de terrain déclenchés par le cyclone tropical #Seroja ont fait au moins 113 morts dans le sud-est de l'#Indonésie et au Timor oriental. https://t.co/vVkYRHQJFf 来自 @CGTNFrancais","Floods and landslides triggered by tropical cyclone #Seroja have claimed at least 113 lives in southeastern #Indonesia and East Timor. https://t.co/vVkYRHQJFf 来自 @CGTNFrancais"
"1379348148171153410","🔴 ALERTE INFO. 157 morts et des dizaines de disparus après de graves glissements de terrain et des #inondations provoqués par le cyclone tropical #Seroja en #Indonésie et au #Timor oriental (autorités). https://t.co/7v9p0maLnM","🔴 NEWS ALERT. 157 dead and dozens missing after severe landslides and #floods caused by tropical cyclone #Seroja in #Indonesia and #East Timor (authorities). https://t.co/7v9p0maLnM"
"1379345139655671816","Le bilan du passage du cyclone Seroja en Indonésie passe à 128 morts https://t.co/kU3xIGkhU7 https://t.co/Lr7NQGdzCC","Death toll from Cyclone Seroja in Indonesia rises to 128 https://t.co/kU3xIGkhU7 https://t.co/Lr7NQGdzCC"
"1379344479325450240","Indonésie : Au moins 128 personnes sont mortes &amp; 72 restent portées disparues dans les inondations &amp; glissements de terrain déclenchés par le cyclone tropical Seroja dans la province de Nusa Tenggara Est, a annoncé l'agence nationale d'atténuation des effets des catastrophes. https://t.co/qwImllcAYD","Indonesia: At least 128 people have died & 72 remain missing in floods & landslides triggered by Tropical Cyclone Seroja in East Nusa Tenggara province, the national disaster mitigation agency has announced. https://t.co/qwImllcAYD"
"1378823760703283206","Le système de basse pression et désigné 99S s'est consolidé et est donc devenu un phénomène cyclonique tropical baptisé Seroja (vs 75 km/h rafales 100 km/h 993 hPa) à la pointe Sud-Ouest de l'île de Timor et au Nord-Ouest de l'Australie. https://t.co/UfeMb3VMU5","The low pressure system and designated 99S has consolidated and has therefore become a tropical cyclonic phenomenon called Seroja (vs 75 km/h gusts 100 km/h 993 hPa) at the southwestern tip of the island of Timor and at the North West Australia. https://t.co/UfeMb3VMU5"
"1379015383819112448","• Le bilan des inondations et glissements de terrain provoqués par le cyclone tropical Seroja au sud-est de l’Indonésie et au Timor oriental s’est alourdi

• On compte désormais plus de 90 morts et des dizaines de disparus

https://t.co/qoMNpq3hcJ","• The death toll from floods and landslides caused by Tropical Cyclone Seroja in southeastern Indonesia and East Timor has increased

• There are now more than 90 dead and dozens missing

https://t.co/qoMNpq3hcJ"
"1380781923044327426","RT meteofrance : ➡️ Elle est suivie par la tempête tropicale Odette, de courte vie, qui devrait elle s'atténuer du fait de sa proximité et de son interaction avec Seroja. https://t.co/MSprk3LmNB","RT meteofrance: ➡️ It is followed by the short-lived tropical storm Odette, which should ease due to its proximity and interaction with Seroja. https://t.co/MSprk3LmNB"
"1380781919839850498","RT meteofrance : 🛰️ Vu de l'espace || Après son passage et les inondations provoquées sur l'archipel Indonésien, #Seroja, la plus au sud des deux, s'est rapprochée de l'#Australie. Trajectoire vers le Sud-Est en direction des côtes australiennes prochain… https://t.co/p8ByQGm9Q6","RT meteofrance: 🛰️ Seen from space || After its passage and the floods caused on the Indonesian archipelago, #Seroja, the southernmost of the two, moved closer to #Australia. Trajectory to the South-East towards the Australian coasts next… https://t.co/p8ByQGm9Q6"
"1381561120914206720","L’ouest de l’Australie balayé par le cyclone Seroja https://t.co/psLevJceHp","Western Australia swept by Cyclone Seroja https://t.co/psLevJceHp"
"1378975484894121986","🇮🇩 Indonésie : 🌧️ Crues éclairs et glissements de terrain en Nusa Tenggara oriental et dans le pays voisin du Timor-Leste au passage de la tempête tropicale #Seroja.

Plus de 75 morts et des dizaines de blessés sont à déplorer

(📹 via @cicibancaa)
https://t.co/FIhfgtl2bs","🇮🇩 Indonesia: 🌧️ Flash floods and landslides in East Nusa Tenggara and neighboring Timor-Leste as tropical storm #Seroja passes.

More than 75 dead and dozens injured are to be deplored

(📹 via @cicibancaa)
https://t.co/FIhfgtl2bs"
"1378965650450841600","#Indonesie 🇮🇩 - Images du naufrage du KMP Jatra 1 au port de Bolok, Kupang, lundi (04/05/2021) suite aux dégâts causés par le cyclone Seroja. Le navire a été inauguré (10/03/2021) avec l'espoir de pouvoir desservir la route Kupang-Rote-Larantuka-Kalabahi
https://t.co/0eWLFqa5Ap","#Indonesia 🇮🇩 - Images of the sinking of the KMP Jatra 1 at the port of Bolok, Kupang, on Monday (04/05/2021) following the damage caused by cyclone Seroja. The ship was inaugurated (03/10/2021) with the hope of being able to serve the Kupang-Rote-Larantuka-Kalabahi route
https://t.co/0eWLFqa5Ap"
"1379433981599354880","🛰️ Vu de l'espace || Le passage du cyclone tropical #Seroja a provoqué des crues importantes sur les petites îles de la Sonde orientales qui se trouvent à l'est de l'archipel indonésien. Inondations et glissements de terrains ont causé de nombreux dégâts.

📸TERRA, 06/04, 2h UTC https://t.co/wPidOGEv5c","🛰️ Seen from space || The passage of tropical cyclone #Seroja caused significant flooding on the small eastern Sunda islands located east of the Indonesian archipelago. Floods and landslides caused extensive damage.

📸TERRA, 06/04, 2am UTC https://t.co/wPidOGEv5c"
